City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,amga,60.8953,131.9608,293.97,40,3,0.42,RU,1689563854
365,bangar,16.8936,120.4243,300.41,88,100,2.61,PH,1689563855
366,island harbour,50.724,-1.2758,289.22,87,24,2.68,GB,1689563855
367,bhimunipatnam,17.8833,83.4333,298.88,77,100,4.17,IN,1689563855
368,sarykemer,43.0,71.5,300.86,21,0,0.82,KZ,1689563855
369,kavalerovo,44.2661,135.0572,296.57,65,94,1.72,RU,1689563855
370,el tigre,8.8875,-64.2454,297.55,85,35,4.55,VE,1689563856
371,cedral,23.8,-100.7333,295.43,44,10,4.89,MX,1689563856
372,dabat,12.9842,37.765,284.53,91,59,0.27,ET,1689563856
373,mexia,31.6799,-96.4822,302.29,80,0,2.57,US,1689563856
374,colchani,-20.3,-66.9333,275.88,23,0,3.04,BO,1689563856
375,nelson bay,-32.7167,152.15,293.15,76,58,1.79,AU,1689563856
376,saint-philippe,-21.3585,55.7679,292.92,85,37,5.78,RE,1689563857
377,kaiapoi,-43.3783,172.6401,289.34,48,15,2.57,NZ,1689563857
378,linqiong,30.4159,103.4609,305.05,65,6,1.17,CN,1689563857
379,liwale,-9.7667,37.9333,288.18,85,9,1.77,TZ,1689563857
380,malango,-2.9627,119.9001,294.72,83,99,0.81,ID,1689563857
381,semporna,4.4818,118.6112,302.37,71,99,6.15,MY,1689563858
382,masterton,-40.9597,175.6575,286.97,66,2,1.68,NZ,1689563859
383,ormara,25.2088,64.6357,301.33,80,79,3.54,PK,1689563859
384,kingscliff,-28.2667,153.5667,294.11,68,100,6.17,AU,1689563859
385,potosi,-19.5836,-65.7531,277.83,17,0,1.65,BO,1689563860
386,kalmunai,7.4167,81.8167,302.57,65,84,2.84,LK,1689563860
387,saint-pierre,-21.3393,55.4781,292.97,64,0,2.06,RE,1689563860
388,turkmenbasy,40.0222,52.9552,296.58,60,0,9.77,TM,1689563860
389,vega de alatorre,20.0333,-96.6333,300.57,83,25,3.66,MX,1689563860
390,qamdo,31.1667,97.2333,278.78,82,100,1.17,CN,1689563861
391,san tan valley,33.1911,-111.528,314.87,25,0,5.14,US,1689563861
392,yeppoon,-23.1333,150.7333,298.85,67,65,7.95,AU,1689563861
393,datong,40.0936,113.2914,301.78,25,0,3.21,CN,1689563861
394,happy valley-goose bay,53.3168,-60.3315,296.32,73,75,5.14,CA,1689563711
395,la romana,18.4273,-68.9728,300.35,83,40,0.0,DO,1689563862
396,petropavlovsk-kamchatsky,53.0452,158.6483,291.48,72,75,6.0,RU,1689563862
397,el calafate,-50.3408,-72.2768,268.89,73,14,2.24,AR,1689563862
398,ramos arizpe,25.55,-100.9667,301.37,36,54,2.78,MX,1689563701
399,comodoro rivadavia,-45.8667,-67.5,274.07,51,0,5.66,AR,1689563798
400,richfield,44.8833,-93.283,292.58,53,20,4.63,US,1689563862
401,cill airne,52.05,-9.5167,283.72,96,83,2.33,IE,1689563863
402,hilo,19.7297,-155.09,299.4,82,100,3.6,US,1689563738
403,jaen,38.0,-3.5,298.67,25,3,0.94,ES,1689563863
404,whitehorse,60.7161,-135.0538,299.27,29,75,5.14,CA,1689563647
405,sena madureira,-9.0656,-68.6569,299.68,64,98,0.84,BR,1689563832
406,iquique,-20.2208,-70.1431,291.17,75,49,2.06,CL,1689563638
407,quellon,-43.1167,-73.6167,272.29,100,20,0.51,CL,1689563848
408,warman,52.3168,-106.5679,289.1,59,20,3.6,CA,1689563864
409,salekhard,66.53,66.6019,294.84,52,99,5.58,RU,1689563864
410,awjilah,29.1081,21.2869,302.09,39,18,5.68,LY,1689563864
411,bubaque,11.2833,-15.8333,300.56,82,100,8.18,GW,1689563864
412,celestun,20.8667,-90.4,301.32,78,7,7.48,MX,1689563864
413,revelstoke,50.9832,-118.2023,298.16,78,75,1.54,CA,1689563711
414,elesbao veloso,-6.2019,-42.1403,295.68,49,11,2.11,BR,1689563865
415,kapuskasing,49.4169,-82.4331,288.15,94,75,2.06,CA,1689563865
416,antsiranana,-12.2787,49.2917,294.9,79,48,3.56,MG,1689563865
417,fraserburgh,57.6874,-2.0184,284.5,92,100,10.54,GB,1689563865
418,choix,26.7092,-108.3219,301.42,77,99,1.86,MX,1689563866
419,mazamari,-11.3258,-74.5308,296.6,75,92,0.52,PE,1689563866
420,rundu,-17.9333,19.7667,282.29,55,30,2.85,NA,1689563866
421,cynthiana,38.3904,-84.2941,297.55,66,8,2.97,US,1689563866
422,aleg,17.0481,-13.9209,300.11,66,96,7.01,MR,1689563866
423,fray luis beltran,-39.3167,-65.7667,274.98,51,0,2.2,AR,1689563866
424,hailey,43.5196,-114.3153,299.07,26,0,7.15,US,1689563867
425,mitu,1.1983,-70.1733,295.6,99,98,1.01,CO,1689563867
426,crane,31.3974,-102.3501,305.75,24,0,7.32,US,1689563857
427,punta del este,-34.9667,-54.95,283.13,74,75,7.15,UY,1689563867
428,axim,4.8699,-2.2405,297.15,91,68,2.78,GH,1689563868
429,kogalym,62.2654,74.4791,291.28,44,59,3.52,RU,1689563868
430,clearwater,27.9659,-82.8001,303.12,80,75,4.47,US,1689563857
431,hadibu,12.65,54.0333,298.29,81,100,10.4,YE,1689563868
432,pinhao,-25.6956,-51.6597,283.51,89,49,0.59,BR,1689563868
433,banda aceh,5.5577,95.3222,302.6,66,100,6.55,ID,1689563869
434,maceio,-9.6658,-35.7353,296.84,88,75,1.54,BR,1689563869
435,toliara,-23.35,43.6667,290.56,86,12,3.17,MG,1689563869
436,atbasar,51.8,68.3333,295.06,57,100,3.87,KZ,1689563869
437,valparaiso,-33.0393,-71.6273,282.95,81,0,1.54,CL,1689563764
438,medicine hat,50.0501,-110.6683,298.39,45,75,6.69,CA,1689563725
439,caetite,-14.0694,-42.475,290.35,91,0,3.89,BR,1689563870
440,ribeira brava,32.65,-17.0667,294.5,69,86,3.35,PT,1689563870
441,pijijiapan,15.7011,-93.23,298.56,92,100,1.7,MX,1689563870
442,santarem,-2.4431,-54.7083,297.22,100,0,1.03,BR,1689563870
443,nanaimo,49.1663,-123.936,298.2,56,20,2.57,CA,1689563571
444,sanctuary point,-35.1114,150.629,294.25,58,5,4.37,AU,1689563871
445,vila franca do campo,37.7167,-25.4333,293.38,80,100,2.21,PT,1689563871
446,sonoita,31.85,-112.8333,308.03,36,51,5.53,MX,1689563871
447,kayangel,8.0823,134.7173,301.63,80,92,5.32,PW,1689563871
448,zyryanovsk,49.7386,84.2719,297.03,34,2,1.34,KZ,1689563871
449,bijapur,16.8333,75.7,296.84,77,100,7.44,IN,1689563872
450,palikir - national government center,6.9248,158.1611,300.62,78,100,5.14,FM,1689563872
451,conception bay south,47.4999,-52.9981,293.17,94,93,4.04,CA,1689563799
452,itacarambi,-15.1022,-44.0919,295.02,63,21,1.54,BR,1689563872
453,wenchang,30.904,118.4887,300.36,87,96,1.7,CN,1689563678
454,shkoder,42.0683,19.5126,298.25,77,0,1.87,AL,1689563873
455,kavieng,-2.5744,150.7967,302.56,71,40,4.5,PG,1689563873
456,diego martin,10.7005,-61.5342,298.03,88,1,2.54,TT,1689563873
457,kavaratti,10.5669,72.642,301.34,79,100,8.6,IN,1689563873
458,kijang,35.2442,129.2139,302.0,80,32,5.56,KR,1689563873
459,kittila,67.6647,24.8936,288.23,88,40,4.63,FI,1689563873
460,gamba,-2.65,10.0,294.35,90,100,1.7,GA,1689563874
461,backo gradiste,45.5328,20.0283,295.38,74,0,0.97,RS,1689563874
462,sao joao da barra,-21.6403,-41.0511,294.37,90,7,1.81,BR,1689563874
463,valley city,46.9233,-98.0032,286.44,82,0,3.09,US,1689563874
464,sandnessjoen,66.0217,12.6316,290.21,67,75,7.2,NO,1689563874
465,valsad,20.6333,72.9333,300.41,85,92,3.58,IN,1689563874
466,ornskoldsvik,63.2909,18.7153,288.68,94,100,4.12,SE,1689563875
467,tenabo,20.05,-90.2333,300.15,58,76,1.91,MX,1689563875
468,tweed heads,-28.1817,153.547,294.38,68,100,6.17,AU,1689563817
469,maricopa,33.0581,-112.0476,315.79,27,89,1.79,US,1689563875
470,abancay,-13.6339,-72.8814,285.16,88,17,1.16,PE,1689563846
471,gyumri,40.7942,43.8453,280.94,76,2,1.03,AM,1689563876
472,maumere,-8.6199,122.2111,300.6,67,72,4.01,ID,1689563876
473,hamburg,53.55,10.0,289.42,78,20,3.6,DE,1689563750
474,nuku'alofa,-21.1333,-175.2,297.34,64,20,5.66,TO,1689563876
475,mana,5.6592,-53.7767,298.39,91,15,4.35,GF,1689563876
476,klaksvik,62.2266,-6.589,281.66,88,100,8.53,FO,1689563876
477,madras,13.0878,80.2785,304.14,73,40,5.14,IN,1689563707
478,yenangyaung,20.4667,94.8833,304.14,59,79,1.95,MM,1689563877
479,jarinu,-23.1014,-46.7283,290.74,74,13,0.96,BR,1689563877
480,margate,51.3813,1.3862,287.21,88,19,2.24,GB,1689563877
481,pakxan,18.3778,103.6601,300.18,85,98,1.49,LA,1689563877
482,ankang,32.68,109.0172,303.13,60,0,1.92,CN,1689563877
483,asau,46.4333,26.4,290.66,76,0,2.35,RO,1689563878
484,shimoda,34.6667,138.95,305.99,74,49,1.39,JP,1689563878
485,santana,-0.0583,-51.1817,301.25,83,40,5.14,BR,1689563878
486,kruisfontein,-34.0033,24.7314,285.67,60,42,2.33,ZA,1689563878
487,la'ie,21.6477,-157.9253,302.13,74,4,3.13,US,1689563879
488,zwolen,51.3554,21.5877,294.32,93,1,1.88,PL,1689563879
489,port augusta,-32.5,137.7667,290.05,38,0,2.36,AU,1689563879
490,tvoroyri,61.5556,-6.8111,282.81,86,100,9.26,FO,1689563879
491,salinopolis,-0.6136,-47.3561,298.89,87,20,5.01,BR,1689563725
492,kotlas,61.2611,46.6556,291.64,72,22,0.85,RU,1689563879
493,mbala,-8.8402,31.3659,283.46,81,0,4.7,ZM,1689563880
494,massawa,15.6097,39.45,307.2,45,83,3.48,ER,1689563880
495,kabalo,-6.05,26.9167,296.54,46,6,2.82,CD,1689563880
496,raduzhny,62.0961,77.475,289.61,39,67,1.6,RU,1689563880
497,boguchany,58.3814,97.4531,295.83,51,69,2.91,RU,1689563880
498,bull savanna,17.8868,-77.5902,298.64,83,37,2.92,JM,1689563881
499,rehoboth,-23.3167,17.0833,282.8,42,0,2.39,NA,1689563881
500,inarajan village,13.2736,144.7484,304.69,83,100,5.96,GU,1689563881
501,alegrete,-29.7831,-55.7919,279.87,77,6,3.59,BR,1689563604
502,vashkivtsi,48.3849,25.5102,291.79,83,0,1.34,UA,1689563881
503,atherton,53.5237,-2.4935,286.9,90,15,2.05,GB,1689563882
504,marbletown,41.8834,-74.1132,297.02,76,88,0.45,US,1689563882
505,kristiansund,63.1115,7.732,288.18,82,100,1.54,NO,1689563883
506,solnechnyy,50.7214,136.6319,295.95,63,96,1.93,RU,1689563884
507,mary,37.0,62.5,306.87,12,0,4.46,TM,1689563884
508,iligan city,8.25,124.4,303.89,52,20,2.39,PH,1689563804
509,tshikapa,-6.4167,20.8,294.49,38,36,1.67,CD,1689563885
510,igrim,63.1906,64.4162,294.73,46,36,3.32,RU,1689563885
511,anshun,26.25,105.9333,296.58,61,0,6.71,CN,1689563885
512,aitape,-3.1374,142.3475,301.91,74,95,1.67,PG,1689563885
513,wajir,1.7471,40.0573,294.22,81,55,3.33,KE,1689563887
514,sinop,41.7711,34.8709,289.38,74,0,1.49,TR,1689563888
515,horishni plavni,49.0097,33.6455,291.1,65,1,1.51,UA,1689563890
516,jiangzi,28.95,89.6333,285.59,52,100,1.59,CN,1689563894
517,labytnangi,66.6572,66.4183,294.3,56,97,4.57,RU,1689563894
518,broome,42.2506,-75.833,295.19,92,0,0.23,US,1689563894
519,kembe,4.6228,21.8865,294.35,91,22,0.28,CF,1689563894
520,fale old settlement,-9.3852,-171.2468,301.79,75,15,7.14,TK,1689563895
521,rocky mountain house,52.3668,-114.9188,293.21,73,19,1.54,CA,1689563895
522,jeremie,18.65,-74.1167,300.97,83,24,1.99,HT,1689563895
523,qui nhon,13.7667,109.2333,303.96,61,100,8.69,VN,1689563896
524,mragowo,53.8644,21.3051,289.15,95,11,2.21,PL,1689563896
525,siwa oasis,29.2041,25.5195,301.21,39,0,2.81,EG,1689563896
526,kiruna,67.8557,20.2251,285.66,82,20,9.26,SE,1689563896
527,ust'-kut,56.7938,105.7672,288.4,97,100,2.21,RU,1689563897
528,nurota,40.5614,65.6886,304.35,15,0,3.01,UZ,1689563897
529,borgarnes,64.5383,-21.9206,282.18,81,16,4.03,IS,1689563897
530,yunguyo,-16.25,-69.0833,278.13,74,2,1.66,PE,1689563897
531,fort st. john,56.2499,-120.8529,293.09,60,100,3.6,CA,1689563617
532,bakanas,44.8081,76.2772,304.54,21,4,5.27,KZ,1689563898
533,ariquemes,-9.9133,-63.0408,298.2,62,99,1.04,BR,1689563898
534,los frentones,-26.4077,-61.4137,284.6,71,76,2.41,AR,1689563898
535,katsuren-haebaru,26.3369,127.8719,305.16,74,40,9.26,JP,1689563850
536,callao,-12.0667,-77.15,294.31,73,75,5.14,PE,1689563789
537,nichinan,31.6,131.3667,301.97,72,29,3.67,JP,1689563899
538,vila velha,-20.3297,-40.2925,294.12,91,0,2.06,BR,1689563899
539,caleta olivia,-46.4393,-67.5281,274.71,60,0,6.77,AR,1689563899
540,ciudad constitucion,25.0369,-111.6644,302.14,46,7,4.41,MX,1689563899
541,puerto ayacucho,5.6639,-67.6236,297.34,92,100,1.06,VE,1689563900
542,ceeldheer,3.8488,47.1806,296.98,85,99,6.17,SO,1689563900
543,corner brook,48.9667,-57.9484,293.24,97,100,1.65,CA,1689563900
544,bom jesus,-9.0744,-44.3586,293.86,49,2,1.32,BR,1689563900
545,camarinas,43.1311,-9.1817,287.0,82,5,4.71,ES,1689563901
546,el colomo,19.05,-104.25,301.28,83,82,1.14,MX,1689563901
547,holualoa,19.6228,-155.9522,299.06,82,100,4.12,US,1689563901
548,parabel',58.6978,81.4825,291.31,63,66,2.55,RU,1689563901
549,miles city,46.4083,-105.8406,295.69,49,75,4.12,US,1689563901
550,chilecito,-29.1619,-67.4974,278.55,77,10,1.74,AR,1689563902
551,coronel dorrego,-38.7187,-61.2873,278.01,73,62,6.16,AR,1689563788
552,weno,7.4515,151.8468,300.12,89,100,1.54,FM,1689563902
553,brisas de zicatela,15.8369,-97.0419,299.58,86,100,2.35,MX,1689563902
554,tindouf,27.6711,-8.1474,309.4,21,75,3.09,DZ,1689563903
555,cadale,2.7603,46.3222,298.17,82,100,7.96,SO,1689563903
556,santo antonio da platina,-23.295,-50.0772,288.11,64,45,0.63,BR,1689563903
557,nyasvizh,53.2181,26.6725,291.13,95,93,2.63,BY,1689563904
